Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-2.txt,2015,Surface Water Discharges, The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP09_0178-Mod-2.txt,2015,Water Discharges,The Proponent shall ensure that all surface water discharges from the site comply with the discharge limits both volume and quality set for the project in any EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP09_0178-Mod-2.txt,2015,Water Discharges,Deleted.  ,1,0
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-5.txt,2015,Discharges, Except as may be expressly provided for by an EPL the Proponent shall not discharge any waters from the disturbed areas of the site. ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-5.txt,2015,Discharges,However raffinate from the water conditioning plant may be transferred to water users in accordance with an approved Water Management Plan see below.  ,1,0.378
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-5.txt,2015,Brine Storage Ponds, The Proponent shall ensure that the integrity of the low permeability layers lining the brine storage ponds is maintained and achieves a permeability of less than 1x10 14 ms whenever these storage ponds are in use.  ,1,0.95
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-3.txt,2015,Discharge, The Proponent shall only discharge water from the site as expressly provided for by its EPL.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/MP06_0311-Mod-3.txt,2015,Discharge,The Proponent shall investigate assess and report on the ecological interactions of minewater discharged from the site with the aquatic ecology of the unnamed creek and wetlands and associated vegetation between the minewater discharge points and Lake Macquarie. ,1,0.665
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-1.txt,2015,Water Pollution, Unless an EPL authorises otherwise the Applicant shall comply with Section 120 of the POEO Act.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/SSD-5465-MOD-1.txt,2015,Sewage Management, The Proponent shall manage onsite sewage in accordance with NSW Environmental Guidelines Use of Effluent by Irrigation DEC 2004 and the National Guidelines for Sewerage Systems  Effluent Management ANZECC 1997 or its latest version to the satisfaction of EPA.  ,1,0.38475
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-3.txt,2015,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-3.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135.txt,2015,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-2.txt,2015,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-2.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-4.txt,2015,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP09_0182-Mod-4.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0150-Mod-1.txt,2015,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any owner of privatelyowned land whose water supply is adversely impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.4275
/home/admin/dockers/masters/data/pdfminer/search/MP08_0150-Mod-1.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-10.txt,2015,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-10.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/SSD-4966.txt,2015,Compensatory Water Supply, The Applicant shall provide a compensatory water supply to the owner of any privatelyowned land whose water supply is adversely and directly impacted other than a negligible impact as a result of the development in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/SSD-4966.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent in quality and volume to the loss attributed to the development. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-1.txt,2015,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0135-Mod-1.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributable to the project.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-11.txt,2015,Compensatory Water Supply,The Proponent shall provide a compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the project in consultation with NOW and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP05_0117-Mod-11.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributed to the project. ,2,1
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-5.txt,2015,Compensatory Water Supply, The Proponent shall provide a compensatory water supply to any landowner of privatelyowned land whose water supply is adversely and directly impacted as a result of the project other than an impact that is minor or negligible in consultation with DPI Water and to the satisfaction of the Secretary.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0144-Mod-5.txt,2015,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributable to the project.  ,2,1
